Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA2 (UR) by INDP - 4 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"INDP - 4 Digit Level","Sugar Cane Growing","Sugar Manufacturing","Total",
"Elizabeth East",0,0,0,
"Munno Para West - Angle Vale",0,0,0,
"One Tree Hill",0,0,0,
"Smithfield - Elizabeth North",0,0,0,
"Virginia - Waterloo Corner",0,0,0,
"Enfield - Blair Athol",0,0,0,
"Northgate - Oakden - Gilles Plains",0,0,0,
"Windsor Gardens",0,0,0,
"Dry Creek - North",0,0,0,
"Ingle Farm",0,0,0,
"Para Hills",0,0,0,
"Parafield",0,0,0,
"Parafield Gardens",0,0,0,
"Paralowie",0,0,0,
"Salisbury",0,0,0,
"Salisbury East",0,0,0,
"Salisbury North",0,0,0,
"Mawson Lakes - Globe Derby Park",0,0,0,
"Pooraka - Cavan",0,0,0,
"Golden Grove",0,0,0,
"Greenwith",0,0,0,
"Highbury - Dernancourt",0,0,0,
"Hope Valley - Modbury",0,0,0,
"Modbury Heights",0,0,0,
"Redwood Park",0,0,0,
"St Agnes - Ridgehaven",0,0,0,
"Brighton (SA)",0,0,0,
"Glenelg (SA)",0,0,0,
"Edwardstown",0,0,0,
"Hallett Cove",0,0,0,
"Marino - Seaview Downs",0,0,0,
"Mitchell Park",0,0,0,
"Morphettville",0,0,0,
"Sheidow Park - Trott Park",0,0,0,
"Warradale",0,0,0,
"Belair",0,0,0,
"Bellevue Heights",0,0,0,
"Blackwood",0,0,0,
"Colonel Light Gardens",0,0,0,
"Mitcham (SA)",0,0,0,
"Panorama",0,0,0,
"Aberfoyle Park",0,0,0,
"Aldinga",0,0,0,
"Christie Downs",0,0,0,
"Christies Beach",0,0,0,
"Clarendon",0,0,0,
"Coromandel Valley",0,0,0,
"Flagstaff Hill",0,0,0,
"Hackham - Onkaparinga Hills",0,0,0,
"Hackham West - Huntfield Heights",0,0,0,
"Happy Valley",0,0,0,
"Happy Valley Reservoir",0,0,0,
"Lonsdale",0,0,0,
"McLaren Vale",0,0,0,
"Morphett Vale - East",0,0,0,
"Morphett Vale - West",0,0,0,
"Reynella",0,0,0,
"Seaford (SA)",0,0,0,
"Willunga",0,0,0,
"Woodcroft",0,0,0,
"Beverley",0,0,0,
"Flinders Park",0,0,0,
"Henley Beach",0,0,0,
"Hindmarsh - Brompton",0,0,0,
"Royal Park - Hendon - Albert Park",0,0,0,
"Seaton - Grange",0,0,0,
"West Lakes",0,0,0,
"Woodville - Cheltenham",0,0,0,
"Dry Creek - South",0,0,0,
"Largs Bay - Semaphore",0,0,0,
"North Haven",0,0,0,
"Port Adelaide",0,0,0,
"The Parks",0,0,0,
"Torrens Island",0,0,0,
"Adelaide Airport",0,0,0,
"Fulham",0,0,0,
"Lockleys",0,0,0,
"Plympton",0,0,0,
"Richmond (SA)",0,0,0,
"West Beach",0,0,0,
"Barossa - Angaston",0,0,0,
"Light",0,0,0,
"Lyndoch",0,0,0,
"Mallala",0,0,0,
"Nuriootpa",0,0,0,
"Tanunda",0,0,0,
"Clare",0,0,0,
"Gilbert Valley",0,0,0,
"Goyder",0,0,0,
"Wakefield - Barunga West",0,0,0,
"Jamestown",0,0,0,
"Peterborough - Mount Remarkable",0,0,0,
"Port Pirie",0,0,0,
"Port Pirie Region",0,0,0,
"Kadina",0,0,0,
"Moonta",0,0,0,
"Wallaroo",0,0,0,
"Yorke Peninsula - North",0,0,0,
"Yorke Peninsula - South",0,0,0,
"Ceduna",0,0,0,
"Eyre Peninsula",0,0,0,
"Kimba - Cleve - Franklin Harbour",0,0,0,
"Le Hunte - Elliston",0,0,0,
"Port Lincoln",0,0,0,
"West Coast (SA)",0,0,0,
"Western",0,0,0,
"Whyalla",0,0,0,
"Whyalla - North",0,0,0,
"APY Lands",0,0,0,
"Coober Pedy",0,0,0,
"Quorn - Lake Gilles",0,0,0,
"Outback",0,0,0,
"Port Augusta",0,0,0,
"Roxby Downs",0,0,0,
"Goolwa - Port Elliot",0,0,0,
"Kangaroo Island",0,0,0,
"Strathalbyn",0,0,0,
"Strathalbyn Region",0,0,0,
"Victor Harbor",0,0,0,
"Yankalilla",0,0,0,
"Grant",0,0,0,
"Kingston - Robe",0,0,0,
"Millicent",0,0,0,
"Naracoorte",0,0,0,
"Naracoorte Region",0,0,0,
"Penola",0,0,0,
"Tatiara",0,0,0,
"Wattle Range",0,0,0,
"Mount Gambier - East",0,0,0,
"Mount Gambier - West",0,0,0,
"Barmera",0,0,0,
"Berri",0,0,0,
"Karoonda - Lameroo",0,0,0,
"Loxton",0,0,0,
"Loxton Region",0,0,0,
"Mannum",0,0,0,
"Murray Bridge",0,0,0,
"Murray Bridge Region",0,0,0,
"Renmark",0,0,0,
"Renmark Region",0,0,0,
"The Coorong",0,0,0,
"Waikerie",0,0,0,
"Migratory - Offshore - Shipping (SA)",0,0,0,
"No Usual Address (SA)",0,0,0,
"Augusta",0,0,0,
"Busselton",0,0,0,
"Busselton Region",0,0,0,
"Margaret River",0,0,0,
"Australind - Leschenault",0,0,0,
"Capel",0,0,0,
"College Grove - Carey Park",0,0,0,
"Collie",0,0,0,
"Dardanup",0,0,0,
"Davenport",0,0,0,
"Eaton - Pelican Point",0,0,0,
"Harvey",0,0,0,
"East Bunbury - Glen Iris",0,0,0,
"Waroona",0,0,0,
"Dalyellup",0,0,0,
"Gelorup - Stratham",0,0,0,
"South Bunbury - Bunbury",0,0,0,
"Withers - Usher",0,0,0,
"Bridgetown - Boyup Brook",0,0,0,
"Donnybrook - Balingup",0,0,0,
"Manjimup",0,0,0,
"Pemberton",0,0,0,
"Dawesville - Bouvard",0,0,0,
"Falcon - Wannanup",0,0,0,
"Greenfields",0,0,0,
"Halls Head - Erskine",0,0,0,
"Mandurah",0,0,0,
"Mandurah - East",0,0,0,
"Mandurah - North",0,0,0,
"Mandurah - South",0,0,0,
"Pinjarra",0,0,0,
"City Beach",0,0,0,
"Claremont (WA)",0,0,0,
"Cottesloe",0,0,0,
"Floreat",0,0,0,
"Mosman Park - Peppermint Grove",0,0,0,
"Nedlands - Dalkeith - Crawley",0,0,0,
"Swanbourne - Mount Claremont",0,0,0,
"Kings Park (WA)",0,0,0,
"Mount Hawthorn - Leederville",0,0,0,
"Mount Lawley - Inglewood",0,0,0,
"North Perth",0,0,0,
"Perth City",0,0,0,
"Subiaco - Shenton Park",0,0,0,
"Wembley - West Leederville - Glendalough",0,0,0,
"Bassendean - Eden Hill - Ashfield",0,0,0,
"Bayswater - Embleton - Bedford",0,0,0,
"Maylands",0,0,0,
"Morley",0,0,0,
"Noranda",0,0,0,
"Chidlow",0,0,0,
"Glen Forrest - Darlington",0,0,0,
"Helena Valley - Koongamia",0,0,0,
"Malmalling - Reservoir",0,0,0,
"Mundaring",0,0,0,
"Swan View - Greenmount - Midvale",0,0,0,
"Avon Valley National Park",0,0,0,
"Ballajura",0,0,0,
"Beechboro",0,0,0,
"Bullsbrook",0,0,0,
"Ellenbrook",0,0,0,
"Gidgegannup",0,0,0,
"Hazelmere - Guildford",0,0,0,
"Lockridge - Kiara",0,0,0,
"Malaga",0,0,0,
"Melaleuca - Lexia",0,0,0,
"Middle Swan - Herne Hill",0,0,0,
"Midland - Guildford",0,0,0,
"Stratton - Jane Brook",0,0,0,
"The Vines",0,0,0,
"Walyunga National Park",0,0,0,
"Craigie - Beldon",0,0,0,
"Currambine - Kinross",0,0,0,
"Duncraig",0,0,0,
"Greenwood - Warwick",0,0,0,
"Heathridge - Connolly",0,0,0,
"Hillarys",0,0,0,
"Iluka - Burns Beach",0,0,0,
"Joondalup - Edgewater",0,0,0,
"Kingsley",0,0,0,
"Mullaloo - Kallaroo",0,0,0,
"Ocean Reef",0,0,0,
"Padbury",0,0,0,
"Sorrento - Marmion",0,0,0,
"Woodvale",0,0,0,
"Balcatta - Hamersley",0,0,0,
"Balga - Mirrabooka",0,0,0,
"Dianella",0,0,0,
"Herdsman",0,0,0,
"Innaloo - Doubleview",0,0,0,
"Karrinyup - Gwelup - Carine",0,0,0,
"Nollamara - Westminster",0,0,0,
"Osborne Park Industrial",0,0,0,
"Scarborough",0,0,0,
"Stirling - Osborne Park",0,0,0,
"Trigg - North Beach - Watermans Bay",0,0,0,
"Tuart Hill - Joondanna",0,0,0,
"Wembley Downs - Churchlands - Woodlands",0,0,0,
"Yokine - Coolbinia - Menora",0,0,0,
"Alexander Heights - Koondoola",0,0,0,
"Butler - Merriwa - Ridgewood",0,0,0,
"Carramar",0,0,0,
"Clarkson",0,0,0,
"Girrawheen",0,0,0,
"Madeley - Darch - Landsdale",0,0,0,
"Marangaroo",0,0,0,
"Mindarie - Quinns Rocks - Jindalee",0,0,0,
"Neerabup National Park",0,0,0,
"Tapping - Ashby - Sinagra",0,0,0,
"Wanneroo",0,0,0,
"Alkimos - Eglinton",0,0,0,
"Carabooda - Pinjar",0,0,0,
"Two Rocks",0,0,0,
"Yanchep",0,0,0,
"Armadale - Wungong - Brookdale",0,0,0,
"Ashendon - Lesley",0,0,0,
"Camillo - Champion Lakes",0,0,0,
"Forrestdale - Harrisdale - Piara Waters",0,0,0,
"Kelmscott",0,0,0,
"Mount Nasura - Mount Richon - Bedfordale",0,0,0,
"Roleystone",0,0,0,
"Seville Grove",0,0,0,
"Belmont - Ascot - Redcliffe",0,0,0,
"East Victoria Park - Carlisle",0,0,0,
"Kewdale Commercial",0,0,0,
"Perth Airport",0,0,0,
"Rivervale - Kewdale - Cloverdale",0,0,0,
"Victoria Park - Lathlain - Burswood",0,0,0,
"Bentley - Wilson - St James",0,0,0,
"Canning Vale - West",0,0,0,
"Canning Vale Commercial",0,0,0,
"Cannington - Queens Park",0,0,0,
"Parkwood - Ferndale - Lynwood",0,0,0,
"Riverton - Shelley - Rossmoyne",0,0,0,
"Welshpool",0,0,0,
"Willetton",0,0,0,
"Beckenham - Kenwick - Langford",0,0,0,
"Canning Vale - East",0,0,0,
"Gosnells",0,0,0,
"Huntingdale - Southern River",0,0,0,
"Maddington - Orange Grove - Martin",0,0,0,
"Thornlie",0,0,0,
"Forrestfield - Wattle Grove",0,0,0,
"High Wycombe",0,0,0,
"Kalamunda - Maida Vale - Gooseberry Hill",0,0,0,
"Lesmurdie - Bickley - Carmel",0,0,0,
"Byford",0,0,0,
"Mundijong",0,0,0,
"Serpentine - Jarrahdale",0,0,0,
"Como",0,0,0,
"Manning - Waterford",0,0,0,
"South Perth - Kensington",0,0,0,
"Banjup",0,0,0,
"Bibra Industrial",0,0,0,
"Bibra Lake",0,0,0,
"Coogee",0,0,0,
"Coolbellup",0,0,0,
"Hamilton Hill",0,0,0,
"Henderson",0,0,0,
"North Coogee",0,0,0,
"South Lake - Cockburn Central",0,0,0,
"Spearwood",0,0,0,
"Success - Hammond Park",0,0,0,
"Yangebup",0,0,0,
"Beeliar - Wattleup",0,0,0,
"Jandakot",0,0,0,
"East Fremantle",0,0,0,
"Fremantle",0,0,0,
"Fremantle - South",0,0,0,
"O'Connor (WA)",0,0,0,
"Bertram - Wellard (West)",0,0,0,
"Calista",0,0,0,
"Hope Valley - Postans",0,0,0,
"Kwinana Industrial",0,0,0,
"Parmelia - Orelia",0,0,0,
"Casuarina - Wandi",0,0,0,
"Applecross - Ardross",0,0,0,
"Bateman",0,0,0,
"Bicton - Palmyra",0,0,0,
"Booragoon",0,0,0,
"Bull Creek",0,0,0,
"Leeming",0,0,0,
"Melville",0,0,0,
"Murdoch - Kardinya",0,0,0,
"Willagee",0,0,0,
"Winthrop",0,0,0,
"Baldivis",0,0,0,
"Cooloongup",0,0,0,
"Port Kennedy",0,0,0,
"Rockingham",0,0,0,
"Rockingham Lakes",0,0,0,
"Safety Bay - Shoalwater",0,0,0,
"Singleton - Golden Bay - Secret Harbour",0,0,0,
"Waikiki",0,0,0,
"Warnbro",0,0,0,
"Albany",0,0,0,
"Albany Region",0,0,0,
"Bayonet Head - Lower King",0,0,0,
"Denmark",0,0,0,
"Gnowangerup",0,0,0,
"Katanning",0,0,0,
"Kojonup",0,0,0,
"Little Grove - Elleker",0,0,0,
"McKail - Willyung",0,0,0,
"Plantagenet",0,0,0,
"Stirling Range National Park",0,0,0,
"Chittering",0,0,0,
"Cunderdin",0,0,0,
"Dowerin",0,0,0,
"Gingin - Dandaragan",0,0,0,
"Merredin",0,0,0,
"Moora",0,0,0,
"Mukinbudin",0,0,0,
"Northam",0,0,0,
"Toodyay",0,0,0,
"York - Beverley",0,0,0,
"Brookton",0,0,0,
"Kulin",0,0,0,
"Murray",0,0,0,
"Narrogin",0,0,0,
"Wagin",0,0,0,
"Broome",0,0,0,
"Derby - West Kimberley",0,0,0,
"Halls Creek",0,0,0,
"Kununurra",18,0,18,
"Roebuck",0,0,0,
"East Pilbara",0,0,0,
"Newman",0,0,0,
"Port Hedland",0,0,0,
"South Hedland",0,0,0,
"Ashburton (WA)",0,0,0,
"Karratha",0,0,0,
"Roebourne",0,0,0,
"Esperance",0,0,0,
"Esperance Region",0,0,0,
"Carnarvon",0,0,0,
"Exmouth",0,0,0,
"Boulder",0,0,0,
"Kalgoorlie",0,0,0,
"Kalgoorlie - North",0,0,0,
"Kalgoorlie Airport",0,0,0,
"Kambalda - Coolgardie - Norseman",0,0,0,
"Leinster - Leonora",0,0,0,
"Trafalgar (WA)",0,0,0,
"Geraldton",0,0,0,
"Geraldton - East",0,0,0,
"Geraldton - North",0,0,0,
"Geraldton - South",0,0,0,
"Irwin",0,0,0,
"Meekatharra",0,0,0,
"Morawa",0,0,0,
"Northampton - Mullewa - Greenough",0,0,0,
"Migratory - Offshore - Shipping (WA)",0,0,0,
"No Usual Address (WA)",0,0,0,
"Bridgewater - Gagebrook",0,0,0,
"Brighton - Pontville",0,0,0,
"Old Beach - Otago",0,0,0,
"Bellerive - Rosny",0,0,0,
"Cambridge",0,0,0,
"Geilston Bay - Risdon",0,0,0,
"Howrah - Tranmere",0,0,0,
"Lindisfarne - Rose Bay",0,0,0,
"Mornington - Warrane",0,0,0,
"Risdon Vale",0,0,0,
"Rokeby",0,0,0,
"South Arm",0,0,0,
"Austins Ferry - Granton",0,0,0,
"Berriedale - Chigwell",0,0,0,
"Claremont (Tas.)",0,0,0,
"Derwent Park - Lutana",0,0,0,
"Glenorchy",0,0,0,
"Montrose - Rosetta",0,0,0,
"Moonah",0,0,0,
"New Norfolk",0,0,0,
"West Moonah",0,0,0,
"Kingston - Huntingfield",0,0,0,
"Kingston Beach - Blackmans Bay",0,0,0,
"Margate - Snug",0,0,0,
"Mount Wellington",0,0,0,
"Taroona - Bonnet Hill",0,0,0,
"Hobart",0,0,0,
"Lenah Valley - Mount Stuart",0,0,0,
"Mount Nelson - Dynnyrne",0,0,0,
"New Town",0,0,0,
"Sandy Bay",0,0,0,
"South Hobart - Fern Tree",0,0,0,
"West Hobart",0,0,0,
"Dodges Ferry - Lewisham",0,0,0,
"Sorell - Richmond",0,0,0,
"Invermay",0,0,0,
"Kings Meadows - Punchbowl",0,0,0,
"Launceston",0,0,0,
"Legana",0,0,0,
"Mowbray",0,0,0,
"Newnham - Mayfield",0,0,0,
"Newstead",0,0,0,
"Norwood (Tas.)",0,0,0,
"Prospect Vale - Blackstone",0,0,0,
"Ravenswood",0,0,0,
"Riverside",0,0,0,
"South Launceston",0,0,0,
"Summerhill - Prospect",0,0,0,
"Trevallyn",0,0,0,
"Waverley - St Leonards",0,0,0,
"West Launceston",0,0,0,
"Youngtown - Relbia",0,0,0,
"Beauty Point - Beaconsfield",0,0,0,
"Deloraine",0,0,0,
"Grindelwald - Lanena",0,0,0,
"Hadspen - Carrick",0,0,0,
"Westbury",0,0,0,
"Dilston - Lilydale",0,0,0,
"George Town",0,0,0,
"Longford",0,0,0,
"Northern Midlands",0,0,0,
"Perth - Evandale",0,0,0,
"St Helens - Scamander",0,0,0,
"Flinders and Cape Barren Islands",0,0,0,
"Scottsdale - Bridport",0,0,0,
"Central Highlands",0,0,0,
"Derwent Valley",0,0,0,
"Southern Midlands",0,0,0,
"Wilderness - East",0,0,0,
"Bruny Island - Kettering",0,0,0,
"Cygnet",0,0,0,
"Geeveston - Dover",0,0,0,
"Huonville - Franklin",0,0,0,
"Forestier - Tasman",0,0,0,
"Triabunna - Bicheno",0,0,0,
"Acton - Upper Burnie",0,0,0,
"Burnie - Ulverstone Region",0,0,0,
"Burnie - Wivenhoe",0,0,0,
"Parklands - Camdale",0,0,0,
"Penguin - Sulphur Creek",0,0,0,
"Romaine - Havenview",0,0,0,
"Somerset",0,0,0,
"Ulverstone",0,0,0,
"West Ulverstone",0,0,0,
"Wynyard",0,0,0,
"Devonport",0,0,0,
"East Devonport",0,0,0,
"Latrobe",0,0,0,
"Miandetta - Don",0,0,0,
"Port Sorell",0,0,0,
"Quoiba - Spreyton",0,0,0,
"Sheffield - Railton",0,0,0,
"Turners Beach - Forth",0,0,0,
"King Island",0,0,0,
"North West",0,0,0,
"Smithton",0,0,0,
"Waratah",0,0,0,
"West Coast (Tas.)",0,0,0,
"Wilderness - West",0,0,0,
"Migratory - Offshore - Shipping (Tas.)",0,0,0,
"No Usual Address (Tas.)",0,0,0,
"Darwin Airport",0,0,0,
"Darwin City",0,0,0,
"East Point",0,0,0,
"Fannie Bay - The Gardens",0,0,0,
"Larrakeyah",0,0,0,
"Ludmilla - The Narrows",0,0,0,
"Parap",0,0,0,
"Stuart Park",0,0,0,
"Woolner - Bayview - Winnellie",0,0,0,
"Alawa",0,0,0,
"Anula",0,0,0,
"Berrimah",0,0,0,
"Brinkin - Nakara",0,0,0,
"Buffalo Creek",0,0,0,
"Charles Darwin",0,0,0,
"Coconut Grove",0,0,0,
"East Arm",0,0,0,
"Jingili",0,0,0,
"Karama",0,0,0,
"Leanyer",0,0,0,
"Lyons (NT)",0,0,0,
"Malak - Marrara",0,0,0,
"Millner",0,0,0,
"Moil",0,0,0,
"Nightcliff",0,0,0,
"Rapid Creek",0,0,0,
"Tiwi",0,0,0,
"Wagaman",0,0,0,
"Wanguri",0,0,0,
"Wulagi",0,0,0,
"Howard Springs",0,0,0,
"Humpty Doo",0,0,0,
"Koolpinyah",0,0,0,
"Virginia",0,0,0,
"Weddell",0,0,0,
"Bakewell",0,0,0,
"Driver",0,0,0,
"Durack - Marlow Lagoon",0,0,0,
"Gray",0,0,0,
"Moulden",0,0,0,
"Palmerston - North",0,0,0,
"Palmerston - South",0,0,0,
"Rosebery - Bellamack",0,0,0,
"Woodroffe",0,0,0,
"Charles",0,0,0,
"East Side",0,0,0,
"Flynn (NT)",0,0,0,
"Larapinta",0,0,0,
"Mount Johns",0,0,0,
"Petermann - Simpson",0,0,0,
"Ross",0,0,0,
"Sandover - Plenty",0,0,0,
"Tanami",0,0,0,
"Yuendumu - Anmatjere",0,0,0,
"Barkly",0,0,0,
"Tennant Creek",0,0,0,
"Alligator",0,0,0,
"Daly",0,0,0,
"Thamarrurr",0,0,0,
"Tiwi Islands",0,0,0,
"West Arnhem",0,0,0,
"Anindilyakwa",0,0,0,
"East Arnhem",0,0,0,
"Nhulunbuy",0,0,0,
"Elsey",0,0,0,
"Gulf",0,0,0,
"Katherine",0,0,0,
"Victoria River",0,0,0,
"Migratory - Offshore - Shipping (NT)",0,0,0,
"No Usual Address (NT)",0,0,0,
"Aranda",0,0,0,
"Belconnen",0,0,0,
"Bruce",0,0,0,
"Charnwood",0,0,0,
"Cook",0,0,0,
"Dunlop",0,0,0,
"Evatt",0,0,0,
"Florey",0,0,0,
"Flynn (ACT)",0,0,0,
"Fraser",0,0,0,
"Giralang",0,0,0,
"Gooromon",0,0,0,
"Hawker",0,0,0,
"Higgins",0,0,0,
"Holt",0,0,0,
"Kaleen",0,0,0,
"Latham",0,0,0,
"Lawson",0,0,0,
"Macgregor (ACT)",0,0,0,
"Macquarie",0,0,0,
"McKellar",0,0,0,
"Melba",0,0,0,
"Page",0,0,0,
"Scullin",0,0,0,
"Spence",0,0,0,
"Weetangera",0,0,0,
"Molonglo Corridor",0,0,0,
"West Belconnen",0,0,0,
"Hume",0,0,0,
"Kowen",0,0,0,
"Canberra East",0,0,0,
"Canberra Airport",0,0,0,
"Majura",0,0,0,
"Amaroo",0,0,0,
"Bonner",0,0,0,
"Casey",0,0,0,
"Crace",0,0,0,
"Forde",0,0,0,
"Franklin",0,0,0,
"Gungahlin",0,0,0,
"Hall",0,0,0,
"Harrison",0,0,0,
"Mitchell",0,0,0,
"Ngunnawal",0,0,0,
"Nicholls",0,0,0,
"Palmerston",0,0,0,
"Gungahlin - East",0,0,0,
"Gungahlin - West",0,0,0,
"Jacka",0,0,0,
"Kenny",0,0,0,
"Moncrieff",0,0,0,
"Taylor",0,0,0,
"Throsby",0,0,0,
"Acton",0,0,0,
"Ainslie",0,0,0,
"Braddon",0,0,0,
"Civic",0,0,0,
"Dickson",0,0,0,
"Downer",0,0,0,
"Hackett",0,0,0,
"Lyneham",0,0,0,
"O'Connor (ACT)",0,0,0,
"Turner",0,0,0,
"Watson",0,0,0,
"Black Mountain",0,0,0,
"Campbell",0,0,0,
"Duntroon",0,0,0,
"Parkes (ACT) - North",0,0,0,
"Reid",0,0,0,
"Russell",0,0,0,
"Deakin",0,0,0,
"Forrest",0,0,0,
"Griffith (ACT)",0,0,0,
"Lake Burley Griffin",0,0,0,
"Narrabundah",0,0,0,
"Parkes (ACT) - South",0,0,0,
"Red Hill (ACT)",0,0,0,
"Yarralumla",0,0,0,
"Barton",0,0,0,
"Fyshwick",0,0,0,
"Kingston (ACT)",0,0,0,
"Banks",0,0,0,
"Bonython",0,0,0,
"Calwell",0,0,0,
"Chisholm",0,0,0,
"Conder",0,0,0,
"Fadden",0,0,0,
"Gilmore",0,0,0,
"Gordon (ACT)",0,0,0,
"Gowrie (ACT)",0,0,0,
"Greenway",0,0,0,
"Isabella Plains",0,0,0,
"Kambah",0,0,0,
"Macarthur",0,0,0,
"Monash",0,0,0,
"Mount Taylor",0,0,0,
"Oxley (ACT)",0,0,0,
"Richardson",0,0,0,
"Theodore",0,0,0,
"Tuggeranong",0,0,0,
"Wanniassa",0,0,0,
"Tuggeranong - West",0,0,0,
"Chapman",0,0,0,
"Duffy",0,0,0,
"Fisher",0,0,0,
"Holder",0,0,0,
"Rivett",0,0,0,
"Stirling",0,0,0,
"Waramanga",0,0,0,
"Weston",0,0,0,
"Scrivener",0,0,0,
"Chifley",0,0,0,
"Curtin",0,0,0,
"Farrer",0,0,0,
"Garran",0,0,0,
"Hughes",0,0,0,
"Isaacs",0,0,0,
"Lyons (ACT)",0,0,0,
"Mawson",0,0,0,
"O'Malley",0,0,0,
"Pearce",0,0,0,
"Phillip",0,0,0,
"Torrens",0,0,0,
"Arboretum",0,0,0,
"Coombs",0,0,0,
"Denman Prospect",0,0,0,
"Molonglo",0,0,0,
"Molonglo - North",0,0,0,
"Wright",0,0,0,
"ACT - South West",0,0,0,
"Namadgi",0,0,0,
"Migratory - Offshore - Shipping (ACT)",0,0,0,
"No Usual Address (ACT)",0,0,0,
"Christmas Island",0,0,0,
"Cocos (Keeling) Islands",0,0,0,
"Jervis Bay",0,0,0,
"Norfolk Island",0,0,0,
"Migratory - Offshore - Shipping (OT)",0,0,0,
"No Usual Address (OT)",0,0,0,
"Total",4936,4562,9495,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
